AIX,Linux,"OS_compatibility","SPL root search",Solaris,description,"formula (or field name if not evaluated)","is_evaluated","long_description","main_type","nmon_section","perf_item",sourcetype,unity
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=VM",false,"pginodesteal: Number of pages reclaimed via inode freeing",pginodesteal,false,"pginodesteal: Number of pages reclaimed via inode freeing (since the last boot)","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","Pages/sec"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=VM",false,"slabs_scanned: Number of slab objects scanned","slabs_scanned",false,"slabs_scanned: Number of slab objects scanned (since the last boot)","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","Pages/sec"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=VM",false,"kswapd_steal: Number of pages reclaimed by kswapd","kswapd_steal",false,"kswapd_steal: Number of pages reclaimed by kswapd (since the last boot)","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","Pages/sec"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=VM",false,"kswapd_inodesteal: Number of pages reclaimed by kswapd via inode freeing","kswapd_inodesteal",false,"kswapd_inodesteal: Number of pages reclaimed by kswapd via inode freeing (since the last boot)","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","Pages/sec"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=VM",false,"pageoutrun: Number of kswapd's calls to page reclaim",pageoutrun,false,"pageoutrun: Number of kswapd's calls to page reclaim (since the last boot)","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","Pages/sec"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=VM",false,"allocstall: Number of direct reclaim calls",allocstall,false,"allocstall: Number of direct reclaim calls (since the last boot)","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","Pages/sec"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=VM",false,"pgrotated: Miscellaneous statistics",pgrotated,false,"pgrotated: Miscellaneous statistics","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","Pages/sec"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=VM",false,"nr_bounce: Miscellaneous statistics","nr_bounce",false,"nr_bounce: Miscellaneous statistics","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","Pages/sec"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=VM",true,"minfaults: (pages/s) minor faults, Same as 'vmstat.mf'",minfaults,false,"minfaults: (pages/s) minor faults, Same as 'vmstat.mf'","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","Pages/sec"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=VM",true,"majfaults: (pages/s) major faults",majfaults,false,"majfaults: (pages/s) major faults","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","Pages/sec"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=VM",true,"pgin: (pages/s) pagein",pgin,false,"pgin: (pages/s) pagein","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","Pages/sec"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=VM",true,"pgout: (pages/s) pageins",pgout,false,"pgout: (pages/s) pageins","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","Pages/sec"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=VM",true,"scans: (pages/s) pages examined by pageout daemon, Same as 'vmstat.sr'",scans,false,"scans: (pages/s) pages examined by pageout daemon, Same as 'vmstat.sr'","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","Pages/sec"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=VM",true,"reclaims: (pages/s) pages freed by daemon or auto, Same as 'vmstat.re'",reclaims,false,"reclaims: (pages/s) pages freed by daemon or auto, Same as 'vmstat.re'","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","Pages/sec"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=VM",true,"pgpgin: (KB/s) pages paged in, Same as 'vmstat.pi'",pgpgin,false,"pgpgin: (KB/s) pages paged in, Same as 'vmstat.pi'","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","KB/sec"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=VM",true,"pgpgout: (KB/s) pages paged out, Same as 'vmstat.po'",pgpgout,false,"pgpgout: (KB/s) pages paged out, Same as 'vmstat.po'","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","KB/sec"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=VM",true,"pswpin: (KB/s) pages swapped in and out, Same as 'vmstat.si'",pswpin,false,"pswpin: (KB/s) pages swapped in and out, Same as 'vmstat.si'","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","KB/sec"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=VM",true,"pswpout: (KB/s) pages swapped in and out, Same as 'vmstat.so'",pswpout,false,"pswpout: (KB/s) pages swapped in and out, Same as 'vmstat.so'","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","KB/sec"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=VM",true,"pgfree: (KB/s) pages freed by daemon or auto, Same as 'vmstat.fr'",pgfree,false,"pgfree: (KB/s) pages freed by daemon or auto, Same as 'vmstat.fr'","Performance Data",VM,"KERNEL STATISTICS","sourcetype=nmon_data","KB/sec"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEMNEW",false,"Percentage of real memory that is used by process segments",Process,false,"Percentage of real memory that is used by process segments","Performance Data",MEMNEW,"MEMORY STATISTICS","sourcetype=nmon_data","%"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEMNEW",false,"Percentage of real memory that is used by system segments",System,false,"Percentage of real memory that is used by system segments","Performance Data",MEMNEW,"MEMORY STATISTICS","sourcetype=nmon_data","%"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEMNEW",false,"Percentage of real memory that is free",Free,false,"Percentage of real memory that is free","Performance Data",MEMNEW,"MEMORY STATISTICS","sourcetype=nmon_data","%"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEMNEW",false,"Percentage of real memory used for File System Cache",Fscache,false,"Percentage of real memory used for File System Cache","Performance Data",MEMNEW,"MEMORY STATISTICS","sourcetype=nmon_data","%"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEMNEW",false,"Percentage of real memory in used","memused=(FScache_PCT+Process_PCT+System_PCT)",true,"Percentage of real memory in used","Performance Data",MEMNEW,"MEMORY STATISTICS","sourcetype=nmon_data","%"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",true,"memtotal: (MB) total usable physical memory",memtotal,false,"memtotal: (MB) total usable physical memory","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data",MB
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",true,"swaptotal: (MB) swapfree + swapused",swaptotal,false,"swaptotal: (MB) swapfree + swapused","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data",MB
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",true,"memfree: (MB) free physical memory",memfree,false,"memfree: (MB) free physical memory. For Solaris file system cache (FSCache) is located inside this area, Same as 'vmstat.memory.free' value in MB","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data",MB
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",true,"swapfree: (MB) Free swap space",swapfree,false,"swapfree: (MB) Free swap space, Same as 'swap -s.available', Same as 'sar -r.freeswap / 2' (/2 since unit is block size), Close to 'vmstat.memory.swap' value in MB (which does not include reserved space)","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data",MB
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",true,"swapused: (MB) used swap (reserved + allocated)",swapused,false,"swapused: (MB) used swap (reserved + allocated), Same as 'swap -s.allocated'","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data",MB
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",true,"memused : (%) Percentage of memory used","memused_PCT",false,"memused : (%) Percentage of memory used","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","%"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",true,"swapused : (%) Percentage of swap used","swapused_PCT",false,"swapused : (%) Percentage of swap used","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","%"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",true,"memfree : (%) Percentage of memory free","memfree_PCT",false,"memfree : (%) Percentage of memory free","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","%"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",true,"swapfree : (%) Percentage of swap free","swapfree_PCT",false,"swapfree : (%) Percentage of swap free","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","%"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"Real_free_MB: (MB) Physical memory free","Real_free_MB",false,"Real_free_MB: (MB) Physical memory free","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data",MB
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"Real_free_PCT: (%) Physical memory free","Real_free_PCT",false,"Real_free_PCT: (%) Physical memory free","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","%"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"Real_total_MB: (MB) Total physical memory available","Real_total_MB",false,"Real_total_MB: (MB) Total physical memory available","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data",MB
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"Real_used_MB : (MB) Physical memory used","Real_used_MB=round((Real_total_MB-Real_free_MB),0)",true,"Real_used_MB : (MB) Physical memory used","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data",MB
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"Real_used_PCT : (%) Physical memory used","Real_used_PCT=round(((Real_used_MB/Real_total_MB)*100),2)",true,"Real_used_PCT : (%) Physical memory used","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","%"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"Virtual_free_MB: (MB) Free paging space","Virtual_free_MB",false,"Virtual_free_MB: (MB) Free paging space","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data",MB
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"Virtual_free_PCT: (%) Free paging space","Virtual_free_PCT",false,"Virtual_free_PCT: (%) Free paging space","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","%"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"Virtual_total_MB: (MB) Total paging space","Virtual_total_MB",false,"Virtual_total_MB: (MB) Total paging space","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data",MB
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"Virtual_used_MB : (MB) Used paging space","Virtual_used_MB=round((Virtual_total_MB-Virtual_free_MB),0)",true,"Virtual_used_MB : (MB) Used paging space","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data",MB
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"Virtual_used_PCT : (%) Used paging space","Virtual_used_PCT=round(((Virtual_used_MB/Virtual_total_MB)*100),2)",true,"Virtual_used_PCT : (%) Used paging space","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","%"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"memused : Total amount of physical RAM used","memused=round((memtotal-memfree),0)",true,"memused : Total amount of physical RAM used","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","MB / %"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"memfree : Total amount of physical RAM left unused by the system",memfree,false,"memfree : Total amount of physical RAM left unused by the system","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","MB / %"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"memtotal: Total amount of physical RAM",memtotal,false,"memtotal: Total amount of physical RAM","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","MB / %"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"buffers : The amount of physical RAM, used for file buffers",buffers,false,"buffers : The amount of physical RAM, used for file buffers","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","MB / %"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"cached : The amount of physical RAM, used as cache memory",cached,false,"cached : The amount of physical RAM, used as cache memory","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","MB / %"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"active: Amount of buffer or page cache memory that is in active use",active,false,"active: The total amount of buffer or page cache memory, that is in active use. This is memory that has been recently used and is usually not reclaimed for other purposes","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","MB / %"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"inactive: Amount of buffer or page cache memory, that are free and available",inactive,false,"inactive: The total amount of buffer or page cache memory, that are free and available. This is memory that has not been recently used and can be reclaimed for other purposes","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","MB / %"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"swapused : The total amount of swap used","swapused=round((swaptotal-swapfree),0)",true,"swapused : The total amount of swap used","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","MB / %"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"swapfree : The total amount of swap free",swapfree,false,"swapfree : The total amount of swap free","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","MB / %"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"swaptotal : The total amount of swap available",swaptotal,false,"swaptotal : The total amount of swap available","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","MB / %"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=MEM",false,"swapcached : The amount of swap, used as cache memory",swapcached,false,"swapcached : The amount of swap, used as cache memory","Performance Data",MEM,"MEMORY STATISTICS","sourcetype=nmon_data","MB / %"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEMUSE",false,"maxclient : Maximum number of client frames","maxclient_PCT",false,"maxclient : Maximum number of client frames","Performance Data",MEMUSE,"MEMORY STATISTICS","sourcetype=nmon_data","%"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEMUSE",false,"maxperm : The minperm and maxperm values for page steals","maxperm_PCT",false,"maxperm : The minperm and maxperm values for page steals","Performance Data",MEMUSE,"MEMORY STATISTICS","sourcetype=nmon_data","%"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEMUSE",false,"minperm : The minperm and maxperm values for page steals","minperm_PCT",false,"minperm : The minperm and maxperm values for page steals","Performance Data",MEMUSE,"MEMORY STATISTICS","sourcetype=nmon_data","%"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEMUSE",false,"numclient : Number of client frames","numclient_PCT",false,"numclient : Number of client frames","Performance Data",MEMUSE,"MEMORY STATISTICS","sourcetype=nmon_data","%"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=MEMUSE",false,"numperm : Number of frames that are used for files (in 4-KB pages)","numperm_PCT",false,"numperm : Number of frames that are used for files (in 4-KB pages)","Performance Data",MEMUSE,"MEMORY STATISTICS","sourcetype=nmon_data","%"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEMUSE",true,"PCTrcache: Cache hit ratio",PCTrcache,false,"PCTrcache: Cache hit ratio, Same as 'sar -b'","Performance Data",MEMUSE,"MEMORY STATISTICS","sourcetype=nmon_data","%"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEMUSE",true,"PCTwcache: Cache hit ratio",PCTwcache,false,"PCTwcache: Cache hit ratio, Same as 'sar -b'","Performance Data",MEMUSE,"MEMORY STATISTICS","sourcetype=nmon_data","%"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEMUSE",true,"lread: (sec) accesses of system buffers",lread,false,"lread: (sec) accesses of system buffers, Same as 'sar -b'","Performance Data",MEMUSE,"MEMORY STATISTICS","sourcetype=nmon_data",sec
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEMUSE",true,"lwrite: (sec) accesses of system buffers",lwrite,false,"lwrite: (sec) accesses of system buffers, Same as 'sar -b'","Performance Data",MEMUSE,"MEMORY STATISTICS","sourcetype=nmon_data",sec
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEMUSE",true,"pread: (sec) transfers using raw (physical) device mechanism",pread,false,"pread: (sec) transfers using raw (physical) device mechanism, Same as 'sar -b'","Performance Data",MEMUSE,"MEMORY STATISTICS","sourcetype=nmon_data",sec
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEMUSE",true,"pwrite: (sec) transfers using raw (physical) device mechanism",pwrite,false,"pwrite: (sec) transfers using raw (physical) device mechanism, Same as 'sar -b'","Performance Data",MEMUSE,"MEMORY STATISTICS","sourcetype=nmon_data",sec
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEMUSE",true,"bread: (sec) transfer of data between system buffers and disk or other block device",bread,false,"bread: (sec) transfer of data between system buffers and disk or other block device, Same as 'sar -b'","Performance Data",MEMUSE,"MEMORY STATISTICS","sourcetype=nmon_data",sec
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=MEMUSE",true,"bwrite: (sec) transfer of data between system buffers and disk or other block device",bwrite,false,"bwrite: (sec) transfer of data between system buffers and disk or other block device, Same as 'sar -b'","Performance Data",MEMUSE,"MEMORY STATISTICS","sourcetype=nmon_data",sec
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DISKBSIZE",true,"Average data transfer size (block size) for read/write operations",value,false,"Average data transfer size (block size) for read/write operations","Performance Data",DISKBSIZE,"DISKS STATISTICS","sourcetype=nmon_data","Kbytes / transfer"
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DISKBSIZE",true,"Name of disk",device,false,"Name of disk","Performance Data",DISKBSIZE,"DISKS STATISTICS","sourcetype=nmon_data",device
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DISKBUSY",true,"Average percentage of busy for the disk",value,false,"Average percentage of busy for the disk","Performance Data",DISKBUSY,"DISKS STATISTICS","sourcetype=nmon_data","%"
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DISKBUSY",true,"Name of disk",device,false,"Name of disk","Performance Data",DISKBUSY,"DISKS STATISTICS","sourcetype=nmon_data",device
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DISKBUSY",true,"Average percentage of busy for the disk",value,false,"Average percentage of busy for the disk","Performance Data",DISKBUSY,"DISKS STATISTICS","sourcetype=nmon_data","%"
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DISKBUSY",true,"Name of disk",device,false,"Name of disk","Performance Data",DISKBUSY,"DISKS STATISTICS","sourcetype=nmon_data",device
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DISKREAD",true,"Data transfer rate of read data in kilobytes per second in the interval",value,false,"Data transfer rate of read data in kilobytes per second in the interval","Performance Data",DISKREAD,"DISKS STATISTICS","sourcetype=nmon_data","Kbytes/sec"
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DISKREAD",true,"Name of disk",device,false,"Name of disk","Performance Data",DISKREAD,"DISKS STATISTICS","sourcetype=nmon_data",device
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DISKWRITE",true,"Data transfer rate of written data in kilobytes per second in the interval",value,false,"Data transfer rate of written data in kilobytes per second in the interval","Performance Data",DISKWRITE,"DISKS STATISTICS","sourcetype=nmon_data","Kbytes/sec"
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DISKWRITE",true,"Name of disk",device,false,"Name of disk","Performance Data",DISKWRITE,"DISKS STATISTICS","sourcetype=nmon_data",device
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DISKXFER",true,"Disk I/O Operations per second (IOPS, iostat tps)",value,false,"Disk I/O Operations per second (IOPS, iostat tps)","Performance Data",DISKXFER,"DISKS STATISTICS","sourcetype=nmon_data",IOPS
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DISKXFER",true,"Name of disk",device,false,"Name of disk","Performance Data",DISKXFER,"DISKS STATISTICS","sourcetype=nmon_data",device
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=DISKRIO",false,"Disk read I/O Operations per second (IOPS, iostat tps)",value,false,"Disk read I/O Operations per second (IOPS, iostat tps)","Performance Data",DISKRIO,"DISKS STATISTICS","sourcetype=nmon_data",IOPS
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=DISKRIO",false,"Name of disk",device,false,"Name of disk","Performance Data",DISKRIO,"DISKS STATISTICS","sourcetype=nmon_data",device
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=DISKWIO",false,"Disk write I/O Operations per second (IOPS, iostat tps)",value,false,"Disk write I/O Operations per second (IOPS, iostat tps)","Performance Data",DISKWIO,"DISKS STATISTICS","sourcetype=nmon_data",IOPS
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=DISKWIO",false,"Name of disk",device,false,"Name of disk","Performance Data",DISKWIO,"DISKS STATISTICS","sourcetype=nmon_data",device
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=JFSFILE",true,"Percent of file system used",value,false,"Percent of file system used","Performance Data",JFSFILE,"FILESYSTEMS STATISTICS","sourcetype=nmon_data","%"
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=JFSFILE",true,"Name of disk",device,false,"Name of disk","Performance Data",JFSFILE,"FILESYSTEMS STATISTICS","sourcetype=nmon_data",device
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=JFSINODE",false,"Percent of file system that is used by i-nodes",value,false,"Percent of file system that is used by i-nodes","Performance Data",JFSINODE,"FILESYSTEMS STATISTICS","sourcetype=nmon_data","%"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=JFSINODE",false,"Name of disk",device,false,"Name of disk","Performance Data",JFSINODE,"FILESYSTEMS STATISTICS","sourcetype=nmon_data",device
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=WLMPROJECTCPU",true,"% CPU usage for this Project",value,false,"% CPU usage for this Project, Same as 'prstat -J.CPU'","Performance Data",WLMPROJECTCPU,"CPU USAGE STATISTICS","sourcetype=nmon_data","%"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=WLMPROJECTCPU",true,"Name of Project",device,false,"Name of Project","Performance Data",WLMPROJECTCPU,"CPU USAGE STATISTICS","sourcetype=nmon_data",device
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=WLMZONECPU",true,"% CPU usage for this Zone",value,false,"% CPU usage for this Zone, Same as 'prstat -Z.CPU'","Performance Data",WLMZONECPU,"CPU USAGE STATISTICS","sourcetype=nmon_data","%"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=WLMZONECPU",true,"Name of Zone",device,false,"Name of Zone","Performance Data",WLMZONECPU,"CPU USAGE STATISTICS","sourcetype=nmon_data",device
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=WLMTASKCPU",true,"% CPU usage for this Task",value,false,"% CPU usage for this Task, Same as 'prstat -T.CPU'","Performance Data",WLMTASKCPU,"CPU USAGE STATISTICS","sourcetype=nmon_data","%"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=WLMTASKCPU",true,"ID of Task",device,false,"ID of Task","Performance Data",WLMTASKCPU,"CPU USAGE STATISTICS","sourcetype=nmon_data",device
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=WLMUSERCPU",true,"% CPU usage for this User",value,false,"% CPU usage for this Zone, Same as 'prstat -a.CPU'","Performance Data",WLMUSERCPU,"CPU USAGE STATISTICS","sourcetype=nmon_data","%"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=WLMUSERCPU",true,Username,device,false,Username,"Performance Data",WLMUSERCPU,"CPU USAGE STATISTICS","sourcetype=nmon_data",device
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=WLMPROJECTMEM",true,"% MEM usage for this Project",value,false,"% MEM usage for this Project, Same as 'prstat -J.MEMORY'","Performance Data",WLMPROJECTMEM,"MEMORY STATISTICS","sourcetype=nmon_data","%"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=WLMPROJECTMEM",true,"Name of Project",device,false,"Name of Project","Performance Data",WLMPROJECTMEM,"MEMORY STATISTICS","sourcetype=nmon_data",device
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=WLMZONEMEM",true,"% MEM usage for this Zone",value,false,"% MEM usage for this Zone, Same as 'prstat -Z.MEMORY'","Performance Data",WLMZONEMEM,"MEMORY STATISTICS","sourcetype=nmon_data","%"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=WLMZONEMEM",true,"Name of Zone",device,false,"Name of Zone","Performance Data",WLMZONEMEM,"MEMORY STATISTICS","sourcetype=nmon_data",device
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=WLMTASKMEM",true,"% MEM usage for this Task",value,false,"% MEM usage for this Task, Same as 'prstat -T.MEMORY'","Performance Data",WLMTASKMEM,"MEMORY STATISTICS","sourcetype=nmon_data","%"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=WLMTASKMEM",true,"ID of Task",device,false,"ID of Task","Performance Data",WLMTASKMEM,"MEMORY STATISTICS","sourcetype=nmon_data",device
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=WLMUSERMEM",true,"% MEM usage for this User",value,false,"% MEM usage for this Zone, Same as 'prstat -a.MEMORY'","Performance Data",WLMUSERMEM,"MEMORY STATISTICS","sourcetype=nmon_data","%"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=WLMUSERMEM",true,Username,device,false,Username,"Performance Data",WLMUSERMEM,"MEMORY STATISTICS","sourcetype=nmon_data",device
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=WLMCPU",false,"CPU percent for Workload classes",value,false,"CPU percent for Workload classes","Performance Data",WLMCPU,"CPU USAGE STATISTICS","sourcetype=nmon_data","%"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=WLMCPU",false,"Name of workdload class",device,false,"Name of workdload class","Performance Data",WLMCPU,"CPU USAGE STATISTICS","sourcetype=nmon_data",device
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=WLMMEM",false,"Memory percent for Workload classes",value,false,"Memory percent for Workload classes","Performance Data",WLMMEM,"MEMORY STATISTICS","sourcetype=nmon_data","%"
